,Unnamed: 0,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,prediction
4813,4813,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.53,0.53,0.47,0.47,1.0,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.05,0.05,0.56,0.59,normal
4814,4814,0,tcp,http,SF,221,871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
4815,4815,282,tcp,ftp,SF,158,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61,33,0.54,0.07,0.02,0.0,0.0,0.0,0.0,0.0,normal
4816,4816,0,udp,domain_u,SF,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,179,175,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
4817,4817,2,tcp,smtp,SF,1043,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63,44,0.7,0.06,0.02,0.0,0.0,0.0,0.0,0.0,normal
4818,4818,0,tcp,http,SF,237,905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120,190,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
4819,4819,0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,normal
4821,4821,0,tcp,http,SF,321,3363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
4822,4822,0,udp,private,SF,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,normal
4823,4823,282,tcp,ftp,SF,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,14,0.05,0.78,0.0,0.0,0.0,0.0,0.76,0.0,normal
4827,4827,0,tcp,ftp,SF,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197,95,0.48,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal
4828,4828,7262,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,229,0.9,0.11,0.0,0.0,0.5,0.55,0.11,0.01,normal
4829,4829,0,tcp,ftp_data,SF,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.25,0.25,0.0,0.0,1.0,0.0,0.0,41,10,0.24,0.1,0.24,0.0,0.02,0.1,0.0,0.0,normal
4830,4830,0,tcp,http,SF,333,6284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,16,0.0,0.0,0.0,0.0,1.0,0.0,0.38,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4831,4831,0,tcp,http,SF,345,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,34,0.0,0.0,0.0,0.0,1.0,0.0,0.06,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4833,4833,0,tcp,auth,SF,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,1,0.02,0.1,0.02,0.0,0.0,0.0,0.0,0.0,normal
4835,4835,0,udp,domain_u,SF,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,223,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4836,4836,0,tcp,http,SF,321,7533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,normal
4838,4838,0,tcp,http,SF,242,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4839,4839,0,tcp,http,SF,215,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4841,4841,0,tcp,http,SF,299,3200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,13,0.08,0.08,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4842,4842,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,97,82,0.84,0.03,0.01,0.02,0.0,0.0,0.1,0.0,normal
4845,4845,0,tcp,http,SF,204,3096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,normal
4846,4846,0,tcp,smtp,SF,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47,201,0.85,0.06,0.02,0.01,0.0,0.0,0.0,0.01,normal
4847,4847,281,tcp,ftp,SF,158,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203,66,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal
4848,4848,0,tcp,http,SF,235,33650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,0.0,0.0,0.0,0.0,1.0,0.0,0.09,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4851,4851,0,tcp,http,SF,294,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4852,4852,283,tcp,ftp,SF,156,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,6,0.75,0.25,0.12,0.0,0.0,0.0,0.0,0.0,normal
4854,4854,0,udp,private,SF,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,normal
4855,4855,0,tcp,http,SF,251,3984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
4859,4859,7630,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,168,0.66,0.03,0.0,0.0,0.33,0.5,0.11,0.08,normal
4864,4864,0,tcp,smtp,SF,2027,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,172,0.76,0.14,0.05,0.01,0.0,0.0,0.0,0.0,normal
4866,4866,0,tcp,http,SF,233,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,151,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
4867,4867,0,udp,private,SF,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,normal
4868,4868,0,tcp,http,SF,226,26153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,69,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
4870,4870,0,tcp,http,SF,338,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,22,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4871,4871,2,tcp,smtp,SF,1372,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.83,23,146,0.7,0.17,0.04,0.02,0.0,0.0,0.0,0.01,normal
4873,4873,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,242,0.95,0.01,0.0,0.0,0.0,0.0,0.03,0.0,normal
4875,4875,0,udp,private,SF,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
4878,4878,7603,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,157,0.62,0.36,0.0,0.0,0.49,0.8,0.35,0.01,normal
4879,4879,22,tcp,ftp,SF,227,765,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,119,27,0.23,0.03,0.01,0.0,0.0,0.0,0.02,0.0,normal
4880,4880,0,tcp,http,SF,302,4768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,49,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
4881,4881,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.02,0.02,0.01,0.01,normal
4883,4883,0,tcp,http,SF,218,241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,11,251,1.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,normal
4885,4885,4,tcp,pop_3,SF,25,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,237,0.93,0.01,0.0,0.0,0.0,0.0,0.04,0.0,normal
4888,4888,0,tcp,http,SF,252,9708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,43,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal
4889,4889,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,140,0.55,0.02,0.0,0.0,0.0,0.0,0.17,0.02,normal
4891,4891,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,220,0.0,0.0,0.0,0.0,0.99,0.01,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
4893,4893,0,tcp,http,SF,246,6461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4897,4897,1,tcp,smtp,SF,1689,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66,69,0.42,0.23,0.02,0.04,0.0,0.0,0.05,0.0,normal
4901,4901,283,tcp,ftp,SF,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,103,0.4,0.03,0.0,0.0,0.02,0.0,0.01,0.0,normal
4902,4902,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,92,0.85,0.03,0.01,0.02,0.0,0.0,0.09,0.0,normal
4905,4905,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,201,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
4906,4906,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,230,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
4907,4907,0,tcp,http,SF,224,1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.05,0.0,0.0,0.0,0.0,normal
4908,4908,0,tcp,http,SF,232,1504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,normal
4909,4909,0,tcp,http,SF,342,15755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4910,4910,0,tcp,http,SF,217,1370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.43,20,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,normal
4911,4911,0,tcp,http,SF,216,557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14,255,1.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,normal
4913,4913,4,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,234,0.92,0.02,0.0,0.0,0.0,0.0,0.05,0.0,normal
4914,4914,27,tcp,http,SF,326,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,62,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal
4915,4915,10,tcp,telnet,SF,118,2425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,4,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.5,normal
4916,4916,5,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.02,0.0,normal
4920,4920,8220,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,35,0.14,0.04,0.0,0.0,0.0,0.03,0.08,0.29,normal
4921,4921,0,udp,private,SF,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,normal
4922,4922,0,tcp,http,SF,306,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,241,0.95,0.01,0.0,0.0,0.01,0.01,0.0,0.0,normal
4923,4923,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,239,0.94,0.07,0.0,0.0,0.0,0.0,0.05,0.0,normal
4925,4925,7,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,229,0.9,0.02,0.0,0.0,0.0,0.0,0.05,0.0,normal
4926,4926,0,tcp,http,SF,204,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,normal
4931,4931,0,tcp,http,SF,303,4924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,177,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
4932,4932,0,tcp,http,SF,240,1535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,249,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
4934,4934,0,tcp,http,SF,344,274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4935,4935,0,tcp,http,SF,326,2445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4936,4936,0,tcp,http,SF,317,32073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
4938,4938,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0.0,0.04,1.0,0.68,0.5,1.0,0.96,10,58,0.2,0.5,0.1,0.05,0.0,0.0,0.6,0.98,normal
4939,4939,0,tcp,http,SF,324,1415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,21,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,normal
4940,4940,0,tcp,http,SF,432,1526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124,231,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
4945,4945,0,tcp,http,SF,288,1553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4948,4948,1,tcp,smtp,SF,1564,407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,184,124,0.67,0.03,0.01,0.0,0.01,0.01,0.0,0.0,normal
4949,4949,0,udp,private,SF,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
4951,4951,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,1.0,1.0,0.33,0.67,1.0,212,64,0.25,0.02,0.0,0.03,0.0,0.0,0.85,1.0,normal
4952,4952,0,tcp,http,SF,306,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0.17,0.17,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
4953,4953,0,udp,other,SF,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,1,0.01,0.24,0.01,0.0,0.0,0.0,0.07,0.0,normal
4954,4954,1,tcp,telnet,RSTO,15,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0.0,0.18,0.75,0.73,0.5,0.75,0.91,36,127,0.5,0.08,0.03,0.02,0.0,0.0,0.83,0.37,normal
4955,4955,0,tcp,http,SF,299,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4957,4957,0,tcp,smtp,SF,121,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,117,106,0.68,0.03,0.01,0.03,0.0,0.0,0.0,0.0,normal
4958,4958,4,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,204,0.8,0.02,0.0,0.0,0.0,0.0,0.07,0.0,normal
4959,4959,0,tcp,http,SF,251,1407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0,normal
4960,4960,0,tcp,http,SF,192,3717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,188,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,normal
4962,4962,0,tcp,http,SF,219,1454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4967,4967,281,tcp,ftp,SF,161,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45,20,0.44,0.09,0.02,0.0,0.0,0.0,0.0,0.0,normal
4968,4968,0,tcp,http,SF,256,2669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4969,4969,0,tcp,http,SF,358,1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4972,4972,0,tcp,http,SF,338,9979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
4973,4973,0,tcp,http,SF,315,4597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,49,0.0,0.0,0.0,0.0,1.0,0.0,0.16,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
4974,4974,7288,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,243,0.95,0.02,0.0,0.0,0.33,0.35,0.06,0.03,normal
4976,4976,0,tcp,http,SF,322,4142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,244,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,normal
4977,4977,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.02,0.02,normal
4978,4978,22,tcp,ftp,SF,218,757,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,4,0.13,0.16,0.03,0.0,0.0,0.0,0.03,0.0,normal
4980,4980,0,tcp,http,SF,324,2311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.05,0.0,0.0,0.0,0.0,normal
4982,4982,0,udp,private,SF,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,normal
4983,4983,0,tcp,http,SF,304,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,174,0.68,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal
4985,4985,2,tcp,smtp,SF,673,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,193,144,0.75,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal
4986,4986,0,udp,private,SF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
4988,4988,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,178,0.7,0.13,0.0,0.0,0.0,0.0,0.29,0.0,normal
4990,4990,0,tcp,http,SF,150,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,47,1.0,0.0,0.17,0.06,0.0,0.02,0.0,0.0,normal
4991,4991,0,udp,domain_u,SF,45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,228,0.89,0.01,0.0,0.0,0.0,0.0,0.07,0.0,normal
4993,4993,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,normal
4994,4994,0,tcp,http,SF,240,3855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
4995,4995,0,tcp,http,SF,293,3765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,normal
